Band,Year,Vans Warped Tour,Lollapalooza Chicago,Firefly Music Festival,Austin City Limits,Outside Lands Music and Arts Festival,Governors Ball Music Festival,Riot Fest Chicago,The Beale Street Music Festival,VooDoo Music and Arts Festival,Coachella Valley Music and Arts Festival,Electric Daisy Carnival Las Vegas,Sasquatch! Music Festival,Bonnaroo Music and Arts Festival,Newport Folk Festival,Hangout Music Festival,Pitchfork Music Festival,Budweiser Made in America Festival,Ultra Music Festival Miami,Festival
Anberlin,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Anderson East,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Anderson East,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Anderson Paak,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Anderson Paak,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Anderson Paak,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Anderson Paak,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Anderson Paak,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Andhim,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andhim,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andra Day,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Andra Day,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Andra Day,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Andrea Oliva,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Andrea Olivia,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Andrew Bayer,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andrew Belle,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Andrew Bird,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Andrew Bird,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Andrew Bird and the Hands of Glory,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Andrew McMahon in the Wilderness,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Andrew McMahon in the Wilderness,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Andrew McMahon in the Wilderness,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Andrew Rayel,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Andrew Rayel,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Andrew Rayel,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andrew Rayel,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andrew W.K.,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Andrew W.K.,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Andrew W.K.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Andy C,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Andy C,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Andy C,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Andy C,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andy C,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Andy Shauf,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Andy Shauf,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Anevo,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Anevo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Angel Olsen,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Angel Olsen,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Angel Olsen,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Angerfist,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Angerfist,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Angerfist,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Angus & Julia Stone,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Angus & Julia Stone,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Angus & Julia Stone,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Angus & Julia Stone,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Animals As Leaders,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Anna Luneo,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Anna Lunoe,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Anna Lunoe,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Anna Lunoe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Annie Mac,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Ansolo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Antemasque,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Anthony Green,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Anthony Green,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Anthony Raneri,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Anthrax,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Anthrax,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Anti-Flag,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Anti-Flag,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Antiserum,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Aoife O'Donovan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Ape Drums,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Apollonia,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Apollonia,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Arc Iris,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Arcade Fire,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Arcade Fire,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Arctic Monkeys,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Arctic Monkeys,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Arctic Monkeys,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Arctic Monkeys,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Arctic Monkeys,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Ardalan,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Ariel Pink,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Arkells,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Armand Van Helden,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armanni Reign,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armanni Reign,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armanni Reign,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armin van Buuren,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armin van Buuren,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armin van Buuren,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Armin van Buuren,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Armin van Buuren,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Armin van Buuren,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Armors,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Art Department,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Art Department,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Art Department,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Art Department,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Art Department,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Art Department,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Arty,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Arty,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Aryay,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Aryay,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
As It Is,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Asaf Avidan,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
ASAP Rocky,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Ásgeir,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Asking Alexandria,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Asleep At the Wheel,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Asleep At the Wheel,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Assuming We Survive,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Assuming We Survive,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
ASTR,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
ASTR,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
ASTR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Astral Projection,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Astrix,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Astrix,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Astrix,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Atarah Valentine,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
ATB,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Atlas Genius,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Atlas Genius,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Atlas Genius,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Atlas Uncharted,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Atmosphere,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Atmosphere,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Atmosphere,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Atomic Bomb! Who Is William Onyeabor?,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
A-Trak,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
A-TRAK,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
A-Trak,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
A-Trak,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
A-Trak,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Atreyu,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Atreyu,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Attila,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Attila,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Aubrie Sellers,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Audien,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audio,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audiofreq,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audiofreq,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audiotistic,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audiotricz,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Audiotricz,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
August Burns Red,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Austra,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Austra,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Autoerotique,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Autograf,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Autolux,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Autolux,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Avenged Sevenfold,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Avers,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Avery*Sunshine,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Avey Tare's Slasher Flicks,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Avicii,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Avicii,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Avicii,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Avicii,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Avicii,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Avion Roe,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
AWE,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
AWE,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
AWOLNATION,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
AWOLNATION,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
AWOLNATION,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
AWOLNATION,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
AWOLNATION,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Axwell,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Axwell,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Axwell,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Axwell Ingrosso,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Axwell Ingrosso,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Axwell Ingrosso,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Axwell Ingrosso,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Axwell Ingrosso,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Axwell Ingrosso,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Axwell Ingrosso,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Ayron Jones and the Way,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Azealia Banks,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Baauer,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Baauer,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Babes in Toyland,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Babes in Toyland,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Baby Baby,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Baby Bee,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
babygirl,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Bad Boy Bill,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Bad Company UK,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Bad Cop,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Bad Cop/Bad Cop,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Bad Manners,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Bad Rabbits,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Bad Rabbits,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Bad Religion,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Bad Religion,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Bad Royale,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Bad Seed Rising,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Bad Suns,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Bad Suns,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Bad Suns,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Bad Suns,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Bad Things (LA),2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
BadBadNotGood,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
BadBadNotGood,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
BAGGI,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Baggi Begovic,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Baggi Begovic,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Bagheera,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Bagheera,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Bahamas,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Bahamas,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Bahamas,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Bahamas,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
BAIO,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Bakermat,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Balance and Composure,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Balkan Beat Box,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Ballroom Thieves,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Ballroom Thieves,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Ballyhoo!,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Band of Horses,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Band of Horses,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Band of Horses,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Band of Horses,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Band of Horses,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Band of Horses,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
